iter	MultiClass
449	0.009041537841
450	0.009014187342
451	0.008994111715
452	0.008974991371
453	0.008947373972
454	0.008917347474
455	0.008900802633
456	0.008883672047
457	0.008843584276
458	0.008821333169
459	0.008803391072
460	0.008785561385
461	0.008757278663
462	0.008745326606
463	0.008719013598
464	0.008704564855
465	0.008684123536
466	0.008666323577
467	0.008642969297
468	0.008604779916
469	0.008576937541
470	0.008556572128
471	0.0085386811
472	0.008520727816
473	0.008490057234
474	0.008474566902
475	0.008449940603
476	0.008431597718
477	0.008410715812
478	0.008392345452
479	0.008373469711
480	0.008356038666
481	0.00833021585
482	0.008315888127
483	0.008291445402
484	0.008273686094
485	0.008259540367
486	0.008238276008
487	0.008216262102
488	0.008189756383
489	0.008169350812
490	0.008132273287
491	0.008114913609
492	0.008104737681
493	0.008075438527
494	0.008062939132
495	0.008049595229
496	0.008027203139
497	0.008011016632
498	0.007995917558
499	0.00797882338
500	0.00797028497
501	0.007954126415
502	0.007945529453
503	0.007933405718
504	0.007911571509
505	0.007901310367
506	0.007881543735
507	0.007868931744
508	0.007836401248
509	0.007826784461
510	0.007807808884
511	0.007774063398
512	0.007756556459
513	0.007740677627
514	0.007729728612
515	0.007702158546
516	0.007686896261
517	0.007671914613
518	0.007657041453
519	0.007643943603
520	0.007629825994
521	0.007619308086
522	0.007601637137
523	0.007588241107
524	0.007573849536
525	0.007555585691
526	0.007542657582
527	0.007531142631
528	0.007512961165
529	0.007493121341
530	0.007473916117
531	0.007460886635
532	0.007449592725
533	0.007439078763
534	0.007416474313
535	0.007395943046
536	0.007377181107
537	0.007360297074
538	0.007340889753
539	0.007332179182
540	0.007315754369
541	0.007305128509
542	0.007289320391
543	0.007275274799
544	0.007254499733
545	0.007237025
546	0.00722151819
547	0.007210469051
548	0.007199743425
549	0.007183541314
550	0.007171922305
551	0.007152915166
552	0.007143759957
553	0.007130774483
554	0.007106543077
555	0.007094383565
556	0.007077128215
557	0.007065036017
558	0.007055987665
559	0.007045318738
560	0.00703295632
561	0.007016727919
562	0.007006122982
563	0.006989441563
564	0.00696948343
565	0.006959644951
566	0.006949487809
567	0.006930838371
568	0.006904266116
569	0.006898311289
570	0.006883259608
571	0.006863305102
572	0.00685282607
573	0.006840709851
574	0.006829773054
575	0.006814580861
576	0.006795237262
577	0.006781405016
578	0.006771307225
579	0.006758058704
580	0.006740960345
581	0.006723539059
582	0.006709190654
583	0.006693676158
584	0.006682404592
585	0.006662194929
586	0.006653745091
587	0.006640913934
588	0.006632662945
589	0.006623113342
590	0.006617601274
591	0.006603610997
592	0.006593785438
593	0.006579382631
594	0.006554797758
595	0.006546210223
596	0.006539146963
597	0.006523609845
598	0.00649759893
599	0.006479786752
600	0.006473216702
601	0.006461605161
602	0.00645124652
603	0.006441848455
604	0.006433640656
605	0.006418274275
606	0.00640735996
607	0.006399970662
608	0.006393451803
609	0.006382969189
610	0.00637723683
611	0.006363271534
612	0.00634855348
613	0.006331961632
614	0.00632146857
615	0.006305751591
616	0.006288641182
617	0.006282344162
618	0.006267828197
619	0.006260219703
620	0.006240550985
621	0.006233945282
622	0.006223018403
623	0.00620482315
624	0.006191924611
625	0.006182539081
626	0.006175708821
627	0.006170027479
628	0.00616068733
629	0.006154261487
630	0.006144466003
631	0.006136857412
632	0.006130289531
633	0.006124907976
634	0.006116400299
635	0.006107023632
636	0.006099764327
637	0.006089591221
638	0.006083587422
639	0.006059922698
640	0.006053529752
641	0.006040711284
642	0.006022672411
643	0.006013270925
644	0.006003807927
645	0.005996598189
646	0.005971800534
647	0.005961631356
648	0.00595329169
649	0.005945437792
650	0.005936743564
651	0.005928126334
652	0.005915884652
653	0.005907379937
654	0.005896051406
655	0.005889406523
656	0.00587643861
657	0.005870419592
658	0.00586437144
659	0.005850871555
660	0.005844488446
661	0.005831868305
662	0.005823289003
663	0.005804379647
664	0.005796679986
665	0.00578207795
666	0.005776809055
667	0.005758039081
668	0.005751702409
669	0.005740310632
670	0.005730900677
671	0.005718227308
672	0.005712615749
673	0.005701410616
674	0.005695710795
675	0.005691215597
676	0.005683110429
677	0.005676574066
678	0.005671008382
679	0.005664915737
680	0.005650237308
681	0.005636186428
682	0.005627990813
683	0.005617761386
684	0.005611399593
685	0.0056074723
686	0.00559778398
687	0.005592193172
688	0.005585026446
689	0.005576084453
690	0.00556833718
691	0.005554076792
692	0.005545232555
693	0.005532084131
694	0.005524333994
695	0.005512157793
696	0.005499854126
697	0.005491306515
698	0.005486704015
699	0.005475584923
700	0.005467300378
701	0.005459403997
702	0.005451768755
703	0.005442958108
704	0.005435042124
705	0.005427751583
706	0.005411949489
707	0.005405920637
708	0.005399606418
709	0.005393055259
710	0.005385384065
711	0.005374546847
712	0.005361589652
713	0.005356671131
714	0.005347603403
715	0.005339577063
716	0.005329566187
717	0.005323214235
718	0.00531243224
719	0.005304421234
720	0.005299679171
721	0.005293927032
722	0.005287955686
723	0.005278120764
724	0.005273170022
725	0.005267488169
726	0.005259520116
727	0.005250207444
728	0.005243896933
729	0.005230566075
730	0.005222144332
731	0.005214522825
732	0.005209326
733	0.005199385661
734	0.005194841664
735	0.005184207594
736	0.005177951136
737	0.005172227635
738	0.005168421787
739	0.005154957083
740	0.005144319282
741	0.005139567942
742	0.005132663264
743	0.005123434597
744	0.005115058298
745	0.005110733335
746	0.005104105572
747	0.005100609307
748	0.005089400453
749	0.005077563875
750	0.005068858506
751	0.005062800661
752	0.005055901922
753	0.005047498479
754	0.005041163457
755	0.005035422988
756	0.005028231411
757	0.005023235433
758	0.005015223228
759	0.005008637444
760	0.005001994294
761	0.004990689529
762	0.004986210754
763	0.004979269289
764	0.004972097601
765	0.004967823283
766	0.004959049023
767	0.004948220057
768	0.004941911954
769	0.004936562142
770	0.004930417106
771	0.004922980187
772	0.00491582445
773	0.004907455038
774	0.004902940873
775	0.004896704535
776	0.00488973265
777	0.004882604407
778	0.00487464843
779	0.004870866362
780	0.004859040275
781	0.004850658814
782	0.004843252231
783	0.004839046137
784	0.004834458109
785	0.004828731237
786	0.00482083299
787	0.004814394254
788	0.004806965422
789	0.004799243326
790	0.004793840885
791	0.004788314081
792	0.004779966086
793	0.004774626482
794	0.004769887541
795	0.004762105126
796	0.00475469407
797	0.004746328977
798	0.004743222322
799	0.004738472364
800	0.004726940616
801	0.00472007916
802	0.00471466079
803	0.004708412961
804	0.004703278361
805	0.004696809811
806	0.004691510912
807	0.004682374791
808	0.004678495134
809	0.004671306836
810	0.0046673625
811	0.004663116115
812	0.00465762528
813	0.004653395633
814	0.00464618826
815	0.004638903754
816	0.004634413124
817	0.004628900479
818	0.004621559099
819	0.004616429805
820	0.004609007214
821	0.004605684204
822	0.004601008901
823	0.004594444145
824	0.004589851654
825	0.00458228364
826	0.004578192381
827	0.00457271064
828	0.004569194813
829	0.004562879275
830	0.004558891994
831	0.004555821644
832	0.004552085582
833	0.00454584908
834	0.004541479636
835	0.004532871967
836	0.004526974672
837	0.004522563439
838	0.004517127938
839	0.004510651609
840	0.004503648649
841	0.004496058618
842	0.004490361496
843	0.004485601365
844	0.004479711073
845	0.004474866906
846	0.004469856465
847	0.004462407253
848	0.004457500346
849	0.0044512719
850	0.004446403488
851	0.004439269594
852	0.00443388049
853	0.004429457178
854	0.004424121229
855	0.004415409564
856	0.004407935364
857	0.004405427757
858	0.004400483214
859	0.004394080611
860	0.004386182529
861	0.004381652945
862	0.004377333465
863	0.004372888309
864	0.004368489166
865	0.004362923421
866	0.004356205491
867	0.004352048095
868	0.004347455036
869	0.004337051182
870	0.004328174822
871	0.004322863741
872	0.004318703927
873	0.004314806705
874	0.004310821192
875	0.004304267762
876	0.004300443352
877	0.004295878227
878	0.004289065131
879	0.004284341508
880	0.004278436683
881	0.004268679518
882	0.00426619434
883	0.00425922322
884	0.004252385874
885	0.004246169917
886	0.004242980538
887	0.004240003909
888	0.004232833932
889	0.004229065772
890	0.004226273499
891	0.004222687064
892	0.004217682212
893	0.004212238857
894	0.004206619728
895	0.004200895582
896	0.004196715795
897	0.004193109646
898	0.004189059765
899	0.004185101554
900	0.004179521653
901	0.004176323836
902	0.004171465728
903	0.004165451473
904	0.00416149335
905	0.004153874803
906	0.004146456935
907	0.004142543646
908	0.004136324842
909	0.004129535934
910	0.004125588601
911	0.004121657086
912	0.004116386779
913	0.004108878857
914	0.004103240509
915	0.004098130376
916	0.004090365322
917	0.00408672121
918	0.004080867223
919	0.004075891633
920	0.004071154239
921	0.004067805396
922	0.004061703964
923	0.004058272491
924	0.004053210396
925	0.00404449557
926	0.004041497726
927	0.004038236593
928	0.004033460915
929	0.004028680935
930	0.004023523402
931	0.004017205309
932	0.004014428596
933	0.004008178899
934	0.004002677896
935	0.003996188436
936	0.003991575414
937	0.003986626344
938	0.003982956464
939	0.003977650198
940	0.003969956368
941	0.003966985675
942	0.003960398087
943	0.003954839982
944	0.003948107079
945	0.003945475607
946	0.003939569466
947	0.00393139468
948	0.003926246259
949	0.003920030547
950	0.00391492329
951	0.00390964203
952	0.003907801216
953	0.003904514705
954	0.00390140083
955	0.003899473125
956	0.003894706021
957	0.003886606496
958	0.003880208814
959	0.003877701301
960	0.003873913703
961	0.003870603467
962	0.003867768669
963	0.003861208007
964	0.003856546896
965	0.003852136501
966	0.003847717017
967	0.003845146236
968	0.003840676373
969	0.003836084426
970	0.003832013065
971	0.003828160316
972	0.003824555957
973	0.003820733713
974	0.003816410682
975	0.003811126555
976	0.003804836493
977	0.00380138384
978	0.003797345067
979	0.00379189304
980	0.003788761183
981	0.003783834142
982	0.003778240853
983	0.00377346557
984	0.003770926851
985	0.003767147034
986	0.003762503444
987	0.003758461639
988	0.003751905396
989	0.003750251749
990	0.003747139155
991	0.003741088682
992	0.00373860763
993	0.003736236754
994	0.003734046811
995	0.003731740661
996	0.003727425076
997	0.003724240699
998	0.003720150697
999	0.003717284734
